kanji;strokes;grade;freq;jlpt_old;jlpt_new;meanings;readings_on;readings_kun;wk_level;wk_meanings;wk_readings_on;wk_readings_kun;wk_radicals;fr_meanings
危;6;6.0;606.0;2.0;3.0;[Dangerous, Fear, Uneasy];[き];[あぶ.ない, あや.うい, あや.ぶむ];16;[Dangerous];[き];[あぶ, あや];[Prison, Cliff, Snake];dangereux, risqué
採;11;5.0;607.0;2.0;2.0;[Pick, Take, Fetch, Take Up];[さい];[と.る];32;[Gather];[さい];[と];[Fingers, Cleat, Tree];prendre, choisir, récolter
織;18;5.0;608.0;1.0;1.0;[Weave, Fabric];[しょく, しき];[お.る, お.り, おり, -おり, -お.り];27;[Weave];[しき, しょく];[お];[Thread, Sound, Drunkard];tisser
森;12;1.0;609.0;3.0;2.0;[Forest, Woods];[しん];[もり];8;[Forest, Woods];[しん];[もり];[Tree];forêt
競;20;4.0;610.0;2.0;2.0;[Emulate, Compete With, Bid, Sell At Auction, Bout, Contest, Race];[きょう, けい];[きそ.う, せ.る, くら.べる];11;[Compete];[きょう];[きそ];[Stand, Older Brother];émulation, compétition rivaliser, concourir
拡;8;6.0;611.0;2.0;1.0;[Broaden, Extend, Expand, Enlarge];[かく, こう];[ひろ.がる, ひろ.げる, ひろ.める];33;[Extend];[かく];[ひろ];[Fingers, Wide];élargir, agrandir, amplifier
故;9;5.0;612.0;2.0;1.0;[Happenstance, Especially, Intentionally, Reason, Cause, Circumstances, The Late, Therefore, Consequently];[こ];[ゆえ, ふる.い, もと];26;[Circumstance, Reason];[こ];[ゆえ];[Old, Winter];circonstances, raison, cause, décédé
館;16;3.0;613.0;3.0;4.0;[Building, Mansion, Large Building, Palace];[かん];[やかた, たて];13;[Public Building];[かん];[];[Eat, Roof, Bear];vaste résidence, bâtiment public
振;10;8.0;614.0;1.0;1.0;[Shake, Wave, Wag, Swing];[しん];[ふ.る, ぶ.る, ふ.り, -ぶ.り, ふ.るう];26;[Shake, Wave];[しん];[ふ];[Fingers, Landslide];secouer, remuer, agiter
給;12;4.0;615.0;2.0;3.0;[Salary, Wage, Gift, Allow, Grant, Bestow On];[きゅう];[たま.う, たも.う, -たま.え];27;[Salary];[きゅう];[たま];[Thread, Suit];fournir
屋;9;3.0;616.0;3.0;4.0;[Roof, House, Shop, Dealer, Seller];[おく];[や];9;[Roof, Shop, Store];[おく];[や];[Flag, Ground, Private, Dirt];maison, toit, magasin, boutique
介;4;8.0;617.0;2.0;2.0;[Jammed In, Shellfish, Mediate, Concern Oneself With];[かい];[];35;[Jammed In];[かい];[];[Jammed In];intermédiaire
読;14;2.0;618.0;4.0;5.0;[Read];[どく, とく, とう];[よ.む, -よ.み];10;[Read];[とう, どく];[よ];[Say, Sell];lire
弁;5;5.0;619.0;1.0;1.0;[Valve, Petal, Braid, Speech, Dialect, Discrimination, Dispose Of, Distinguish, Conical Cap];[べん, へん];[かんむり, わきま.える, わ.ける, はなびら, あらそ.う];16;[Dialect, Speech];[べん];[];[Private, Twenty];discours, dialecte, discrimination
根;10;3.0;620.0;2.0;2.0;[Root, Radical, Head (pimple)];[こん];[ね, -ね];12;[Root];[こん];[ね];[Tree, Root];racine, persévérance racine, origine
色;6;2.0;621.0;3.0;4.0;[Color];[しょく, しき];[いろ];5;[Color];[しき, しょく];[いろ];[Color];couleur, sorte, plaisir
友;4;2.0;622.0;4.0;5.0;[Friend];[ゆう];[とも];3;[Friend];[ゆう];[とも];[Narwhal, Stool];ami, compagnon, amitié
苦;8;3.0;623.0;2.0;3.0;[Suffering, Trial, Worry, Hardship, Feel Bitter, Scowl];[く];[くる.しい, -ぐる.しい, くる.しむ, くる.しめる, にが.い, にが.る];9;[Suffering];[く];[くる, にが];[Flowers, Old];souffrir, tourmenter pénible, difficile, douloureux
就;12;6.0;624.0;1.0;1.0;[Concerning, Settle, Take Position, Depart, Study, Per];[しゅう, じゅ];[つ.く, つ.ける];27;[Settle In];[しゅう];[つ];[Capital, Dog];prendre une place placer, poster
迎;7;8.0;625.0;2.0;3.0;[Welcome, Meet, Greet];[げい];[むか.える];32;[Welcome];[げい];[むか];[Scooter, Cat Pirate];accueillir, recevoir des visiteurs
走;7;2.0;626.0;3.0;4.0;[Run];[そう];[はし.る];5;[Run];[そう];[はし];[Run];courir, rouler
販;11;8.0;627.0;2.0;2.0;[Marketing, Sell, Trade];[はん];[];24;[Sell];[はん];[];[Shellfish, Anti];vente, négoce
園;13;2.0;628.0;2.0;3.0;[Park, Garden, Yard, Farm];[えん];[その];16;[Garden, Park];[えん];[];[Mouth, Zombie];jardin
具;8;3.0;629.0;2.0;3.0;[Tool, Utensil, Means, Possess, Ingredients, Counter For Armor, Suits,, Sets Of Furniture],;[ぐ];[そな.える, つぶさ.に];9;[Tool];[ぐ];[];[Eye, Ground, Fins];ustensile, outil
左;5;1.0;630.0;4.0;5.0;[Left];[さ, しゃ];[ひだり];2;[Left];[さ];[ひだり];[Narwhal, Construction];la gauche
異;11;6.0;631.0;2.0;1.0;[Uncommon, Different, Queerness, Strangeness, Wonderful, Curious, Unusual];[い];[こと, こと.なる, け];33;[Differ];[い];[こと];[Rice Paddy, Together];être différent
歴;14;4.0;632.0;2.0;2.0;[Curriculum, Continuation, Passage Of Time];[れき, れっき];[];19;[Continuation];[れき];[へ];[Cliff, Tree, Stop];le temps qui passe
辞;13;4.0;633.0;2.0;3.0;[Resign, Word, Term, Expression];[じ];[や.める, いな.む];16;[Quit, Word];[じ];[や];[Tongue, Spicy];mot, expression cesser, renoncer à, démissionner
将;10;6.0;634.0;2.0;2.0;[Leader, Commander, General, Admiral, Or, And Again, Soon, From Now On, Just About];[しょう, そう];[まさ.に, はた, まさ, ひきい.る, もって];36;[Commander];[しょう];[];[Commander];bientôt, chef d'armée
秋;9;2.0;635.0;3.0;4.0;[Autumn];[しゅう];[あき, とき];15;[Autumn, Fall];[];[あき];[Grain, Fire];automne
因;6;5.0;636.0;2.0;3.0;[Cause, Factor, Be Associated With, Depend On, Be Limited To];[いん];[よ.る, ちな.む];17;[Cause];[いん];[よ];[Mouth, Big];cause dépendre, se baser
献;13;8.0;637.0;1.0;1.0;[Offering, Counter For Drinks, Present, Offer];[けん, こん];[たてまつ.る];36;[Offer];[けん, こん];[たてまつ];[South, Dog];cadeau, don
厳;17;6.0;638.0;1.0;1.0;[Stern, Strictness, Severity, Rigidity];[げん, ごん];[おごそ.か, きび.しい, いか.めしい, いつくし];32;[Strict];[げん, ごん];[きび, おごそ];[Grass, Cliff, Elf, Winter];sévère, strict, intense strict, solennel, majestueux, grave
馬;10;2.0;639.0;2.0;3.0;[Horse];[ば];[うま, うま-, ま];8;[Horse];[ば];[うま];[Horse];cheval
愛;13;4.0;640.0;2.0;3.0;[Love, Affection, Favourite];[あい];[いと.しい, かな.しい, め.でる, お.しむ, まな];17;[Love];[あい];[まな];[Cleat, Forehead, Heart, Winter];amour, affection
幅;12;8.0;641.0;2.0;2.0;[Hanging Scroll, Width];[ふく];[はば];36;[Width];[ふく];[はば];[Towel, Scarecrow];largeur, étendue, influence
休;6;1.0;642.0;4.0;5.0;[Rest, Day Off, Retire, Sleep];[きゅう];[やす.む, やす.まる, やす.める];4;[Rest];[きゅう];[やす];[Leader, Tree];se reposer, se détendre, vacances
維;14;8.0;643.0;1.0;1.0;[Fiber, Tie, Rope];[い];[];36;[Maintain];[い];[];[Thread, Turkey];corde, lien
富;12;5.0;644.0;2.0;3.0;[Wealth, Enrich, Abundant];[ふ, ふう];[と.む, とみ];31;[Rich];[ふ];[と, とみ];[Roof, Scarecrow];richesse, opulence devenir riche
浜;10;8.0;645.0;1.0;1.0;[Seacoast, Beach, Seashore];[ひん];[はま];28;[Beach];[ひん];[はま];[Tsunami, Axe, Ground, Fins];plage, bord de mer
父;4;2.0;646.0;4.0;5.0;[Father];[ふ];[ちち];3;[Father, Dad];[ふ];[ちち];[Father];père
遺;15;6.0;647.0;1.0;1.0;[Bequeath, Leave Behind, Reserve];[い, ゆい];[のこ.す];36;[Leave Behind];[い];[のこ];[Scooter, Valuable];laisser, léguer
彼;8;8.0;648.0;2.0;3.0;[He, That, The];[ひ];[かれ, かの, か.の];35;[He];[ひ];[かれ, かの];[Loiter, Skin];il, lui elle
般;10;8.0;649.0;2.0;2.0;[Carrier, Carry, All, General, Sort, Kind];[はん];[];36;[Generally, General];[はん];[];[Boat, Weapon];circuler, porter, général
未;5;4.0;650.0;2.0;3.0;[Un-, Not Yet, Hitherto, Still, Even Now, Sign Of The Ram, 1-3pm, Eighth Sign Of Chinese Zodiac];[み, び];[いま.だ, ま.だ, ひつじ];7;[Not Yet];[み];[ま, いま, ひつじ];[Jet];pas encore
貿;12;5.0;652.0;2.0;2.0;[Trade, Exchange];[ぼう];[];36;[Trade];[ぼう];[];[Private, Sword, Shellfish];commerce, échange
講;17;5.0;653.0;2.0;2.0;[Lecture, Club, Association];[こう];[];35;[Lecture];[こう];[];[Say, Lifeguard];cours, conférence, association, club
邦;7;8.0;654.0;1.0;1.0;[Home Country, Country, Japan];[ほう];[くに];39;[Home Country];[ほう];[くに];[Three, Slide, Building];pays, Japon
舞;15;8.0;655.0;2.0;3.0;[Dance, Flit, Circle, Wheel];[ぶ];[ま.う, -ま.う, まい];36;[Dance];[ぶ];[まい, ま];[Nothing, Dance];danser danse
林;8;1.0;656.0;3.0;2.0;[Grove, Forest];[りん];[はやし];5;[Forest, Woods];[りん];[はやし];[Tree];bois, bosquet
装;12;6.0;657.0;2.0;2.0;[Attire, Dress, Pretend, Disguise, Profess];[そう, しょう];[よそお.う, よそお.い];33;[Attire];[そう, しょう];[よそお];[Icicle, Samurai, Clothes];se revêtir, orner, s'habiller, équiper, feindre
諸;15;6.0;658.0;2.0;2.0;[Various, Many, Several, Together];[しょ];[もろ];33;[Various];[しょ];[もろ];[Say, Someone];divers, tous, ensemble
夏;10;2.0;659.0;3.0;4.0;[Summer];[か, が, げ];[なつ];7;[Summer];[げ, か, が];[なつ];[Leaf, Eye, Winter];été
素;10;5.0;660.0;1.0;1.0;[Elementary, Principle, Naked, Uncovered];[そ, す];[もと];21;[Element];[す, そ];[];[Life, Thread];élément chimique, commencement état naturel, simple
亡;3;6.0;661.0;2.0;3.0;[Deceased, The Late, Dying, Perish];[ぼう, もう];[な.い, な.き-, ほろ.びる, ほろ.ぶ, ほろ.ぼす];6;[Death, Deceased];[ぼう];[な];[Death];disparaître, mourir mort décédé
劇;15;6.0;662.0;2.0;2.0;[Drama, Play];[げき];[];17;[Drama];[げき];[];[Tiger, Pig, Knife];pièce de théâtre, drame
河;8;5.0;663.0;2.0;2.0;[River];[か];[かわ];26;[River];[か];[かわ];[Tsunami, Lip Ring];rivière, fleuve
遣;13;8.0;664.0;1.0;1.0;[Dispatch, Despatch, Send, Give, Donate, Do, Undertake];[けん];[つか.う, -つか.い, -づか.い, つか.わす, や.る];37;[Dispatch];[けん];[つか, や];[Scooter, Insect, Bear];dépêcher, accorder employer
航;10;4.0;665.0;2.0;2.0;[Navigate, Sail, Cruise, Fly];[こう];[];29;[Navigation];[こう];[];[Boat, Lid, Table];navigation
抗;7;8.0;666.0;1.0;1.0;[Confront, Resist, Defy, Oppose];[こう];[あらが.う];37;[Confront];[こう];[あらが];[Fingers, Lid, Table];résister
冷;7;4.0;667.0;2.0;3.0;[Cool, Cold (beer, Person), Chill],;[れい];[つめ.たい, ひ.える, ひ.や, ひ.ややか, ひ.やす, ひ.やかす, さ.める, さ.ます];28;[Cool, Cold];[れい];[つめ, ひ, さ];[Ice, Orders];froid, glacé réfrigérer se refroidir, devenir froid
模;14;6.0;668.0;1.0;1.0;[Imitation, Copy, Mock];[も, ぼ];[];25;[Imitation];[も, ぼ];[];[Tree, Greenhouse];modèle, copie, imitation
雄;12;8.0;669.0;1.0;1.0;[Masculine, Male, Hero, Leader, Superiority, Excellence];[ゆう];[お-, おす, おん];29;[Male, Brave];[ゆう];[おす];[Narwhal, Private, Turkey];mâle, bravoure, supériorité mâle
適;14;5.0;670.0;2.0;3.0;[Suitable, Occasional, Rare, Qualified, Capable];[てき];[かな.う];30;[Suitable];[てき];[];[Scooter, Mohawk];adéquat, approprié, opportun
婦;11;5.0;671.0;2.0;3.0;[Lady, Woman, Wife, Bride];[ふ];[よめ];28;[Wife];[ふ];[];[Woman, Wolverine, Forehead, Towel];femme au foyer
鉄;13;3.0;672.0;2.0;2.0;[Iron];[てつ];[くろがね];10;[Iron];[てつ];[];[Gold, Fault];fer, acier
寄;11;5.0;673.0;2.0;3.0;[Draw Near, Stop In, Bring Near, Gather, Collect, Send, Forward];[き];[よ.る, -よ.り, よ.せる];29;[Approach];[き];[よ];[Roof, Odd];s'appuyer sur, s'approcher approcher, évoquer, envoyer
益;10;5.0;674.0;1.0;1.0;[Benefit, Gain, Profit, Advantage];[えき, やく];[ま.す];28;[Benefit];[えき];[];[Horns, Ground, Fins, Plate];profit, bénéfice, avantage
込;5;8.0;675.0;2.0;3.0;[Crowded, Mixture, In Bulk, Included, (kokuji)];[];[-こ.む, こ.む, こ.み, -こ.み, こ.める];32;[Crowded];[];[こ];[Scooter, Enter];encombré, nombreux, rempli de monde inclure, charger une arme, concentrer
顔;18;2.0;676.0;3.0;3.0;[Face, Expression];[がん];[かお];10;[Face];[がん];[かお];[Stand, Cliff, Hair, Geoduck];visage, face
緊;15;8.0;677.0;1.0;1.0;[Tense, Solid, Hard, Reliable, Tight];[きん];[し.める, し.まる];29;[Tense];[きん];[];[Servant, Stool, Thread];dur, strict, sévère
類;18;4.0;678.0;2.0;3.0;[Sort, Kind, Variety, Class, Genus];[るい];[たぐ.い];18;[Type, Category, Kind];[るい];[たぐ];[Rice, Big, Geoduck];sorte, espèce, type, genre
児;7;4.0;679.0;2.0;2.0;[Newborn Babe, Child, Young Of Animals];[じ, に, げい];[こ, -こ, -っこ];28;[Child];[じ];[こ];[Stick, Sun, Legs];enfant en bas âge
余;7;5.0;680.0;2.0;3.0;[Too Much, Myself, Surplus, Other, Remainder];[よ];[あま.る, あま.り, あま.す, あんま.り];20;[Surplus, Excess];[よ];[あま];[Hat, Jackhammer];moi-même , ce qu’il y a en trop, ce qui reste
禁;13;5.0;681.0;2.0;2.0;[Prohibition, Ban, Forbid];[きん];[];18;[Prohibit, Prohibition];[きん];[];[Tree, Jackhammer];interdiction, prohibition
印;6;4.0;682.0;2.0;2.0;[Stamp, Seal, Mark, Imprint, Symbol, Emblem, Trademark, Evidence, Souvenir, India];[いん];[しるし, -じるし, しる.す];26;[Seal, Mark];[いん];[しるし];[Comb, Stamp];sceau, tampon signe, marque
逆;9;5.0;683.0;2.0;2.0;[Inverted, Reverse, Opposite, Wicked];[ぎゃく, げき];[さか, さか.さ, さか.らう];28;[Reverse];[ぎゃく];[さか];[Scooter, Barracks, Drop];inverse, opposé, renversement aller contre, s'opposer
王;4;1.0;684.0;2.0;3.0;[King, Rule, Magnate];[おう, -のう];[];2;[King];[おう];[];[King];roi
返;7;3.0;685.0;2.0;3.0;[Return, Answer, Fade, Repay];[へん];[かえ.す, -かえ.す, かえ.る, -かえ.る];9;[Return];[へん];[かえ];[Scooter, Anti];renvoyer, rendre, retourner
標;15;4.0;686.0;2.0;1.0;[Signpost, Seal, Mark, Stamp, Imprint, Symbol, Emblem, Trademark, Evidence, Souvenir, Target];[ひょう];[しるべ, しるし];13;[Signpost];[ひょう];[しるし];[Tree, Helicopter, Jackhammer];repère, marque, signe
換;12;8.0;687.0;2.0;2.0;[Interchange, Period, Change, Convert, Replace, Renew];[かん];[か.える, -か.える, か.わる];36;[Exchange];[かん];[か];[Fingers, Prison, Mouth, Legs, Big];changer, remplacer, subsituer
久;3;5.0;688.0;2.0;2.0;[Long Time, Old Story];[きゅう, く];[ひさ.しい];32;[Long Time];[きゅう, く];[ひさ];[Prison, Slide];long (en temps), ancien, qui dure
短;12;3.0;689.0;3.0;2.0;[Short, Brevity, Fault, Defect, Weak Point];[たん];[みじか.い];12;[Short];[たん];[みじか];[Arrow, Beans];court, bref
油;8;3.0;690.0;2.0;2.0;[Oil, Fat];[ゆ, ゆう];[あぶら];35;[Oil];[ゆ];[あぶら];[Tsunami, Reason];huile
妻;8;5.0;691.0;2.0;3.0;[Wife, Spouse];[さい];[つま];20;[Wife];[さい];[つま];[Ground, Brush, Woman];épouse, femme
暴;15;5.0;692.0;2.0;2.0;[Outburst, Rave, Fret, Force, Violence, Cruelty, Outrage];[ぼう, ばく];[あば.く, あば.れる];19;[Violence];[ぼう];[あば, ばく];[Sun, Together, Water];agir violemment, se débattre, s'agiter exhumer, divulguer, découvrir, dévoiler
輪;15;4.0;693.0;2.0;2.0;[Wheel, Ring, Circle, Link, Loop, Counter For Wheels And Flowers];[りん];[わ];13;[Wheel, Ring, Loop];[りん];[わ];[Car, Hat, Ground, Bookshelf];roue, cercle, anneau, pour compter les fleurs
占;5;8.0;694.0;2.0;2.0;[Fortune-telling, Divining, Forecasting, Occupy, Hold, Have, Get, Take];[せん];[し.める, うらな.う];26;[Fortune, Occupy];[せん];[うらな, し];[Fortune];occuper dire la bonne aventure
宣;9;6.0;695.0;1.0;1.0;[Proclaim, Say, Announce];[せん];[のたま.う];33;[Proclaim];[せん];[のたま];[Roof, Ground, Dawn];annonce, publication
背;9;6.0;696.0;2.0;3.0;[Stature, Height, Back, Behind, Disobey, Defy, Go Back On, Rebel];[はい];[せ, せい, そむ.く, そむ.ける];30;[Back, Height];[はい];[せ, そむ];[North, Moon];dos, arrière, rébellion agir contre, désobéïr détourner l'oeil
昭;9;3.0;697.0;1.0;1.0;[Shining, Bright];[しょう];[];37;[Shining];[しょう];[];[Sun, Call];brillant, clair, lumineux
廃;12;8.0;698.0;1.0;1.0;[Abolish, Obsolete, Cessation, Discarding, Abandon];[はい];[すた.れる, すた.る];36;[Obsolete];[はい];[すた];[Canopy, Departure];vieillir, devenir périmé, être rejeté
植;12;3.0;699.0;2.0;2.0;[Plant];[しょく];[う.える, う.わる];12;[Plant];[しょく];[う];[Tree, Fix];planter, établir être planté
熱;15;4.0;700.0;2.0;3.0;[Heat, Temperature, Fever, Mania, Passion];[ねつ];[あつ.い];13;[Heat, Fever];[ねつ];[あつ];[Womb, Circle, Boil];chaud fièvre, chaleur, ardeur
宿;11;3.0;701.0;2.0;3.0;[Inn, Lodging, Relay Station, Dwell, Lodge, Be Pregnant, Home, Dwelling];[しゅく];[やど, やど.る, やど.す];13;[Lodge];[しゅく];[やど];[Roof, Leader, Hundred];auberge, se loger
薬;16;3.0;702.0;3.0;3.0;[Medicine, Chemical, Enamel, Gunpowder, Benefit];[やく];[くすり];17;[Medicine, Drug, Drugs];[やく];[くすり];[Flowers, Comfort];médicament, remède
伊;6;9.0;703.0;1.0;1.0;[Italy, That One];[い];[かれ];47;[Italy];[い];[だ];[Leader, Wolverine, Slide];Italie, celui-ci
江;6;8.0;704.0;1.0;1.0;[Creek, Inlet, Bay];[こう];[え];29;[Inlet, Bay];[こう];[え];[Tsunami, Construction];baie, anse
清;11;4.0;705.0;2.0;2.0;[Pure, Purify, Cleanse, Exorcise, Manchu Dynasty];[せい, しょう, しん];[きよ.い, きよ.まる, きよ.める];28;[Pure];[せい, しょう, しん];[きよ];[Tsunami, Blue];pur, clair limpide purifier se purifier
習;11;3.0;706.0;3.0;4.0;[Learn];[しゅう, じゅ];[なら.う, なら.い];10;[Learn];[しゅう];[なら];[Feathers, White];étudier, acquérir des connaissances
険;11;5.0;707.0;2.0;3.0;[Precipitous, Inaccessible Place, Impregnable Position, Steep Place, Sharp Eyes];[けん];[けわ.しい];16;[Risky, Steep];[けん];[けわ];[Building, Squid];raide, farouche, abrupt, sévère
頼;16;8.0;708.0;2.0;3.0;[Trust, Request];[らい];[たの.む, たの.もしい, たよ.る];36;[Trust];[らい];[たの, たよ];[Bundle, Geoduck];demander, solliciter digne de confiance compter sur, confier
僚;14;8.0;709.0;1.0;1.0;[Colleague, Official, Companion];[りょう];[];29;[Colleague];[りょう];[];[Leader, Charcoal];compagnon, collègue
覚;12;4.0;710.0;2.0;3.0;[Memorize, Learn, Remember, Awake, Sober Up];[かく];[おぼ.える, さ.ます, さ.める, さと.る];17;[Memorize, Awake];[かく];[おぼ, さ];[Viking, See];se rappeler, sentir, percevoir, ressentir, mémoriser
吉;6;8.0;711.0;1.0;1.0;[Good Luck, Joy, Congratulations];[きち, きつ];[よし];44;[Good Luck];[きつ, きち];[よし];[Good Luck];bonne chance, bonne augure, heureux présage
盛;11;6.0;712.0;1.0;1.0;[Boom, Prosper, Copulate];[せい, じょう];[も.る, さか.る, さか.ん];33;[Pile, Prosperous, Heap];[せい, じょう];[も, さか];[Become, Plate];actif, prospère, florissant
船;11;2.0;713.0;2.0;3.0;[Ship, Boat];[せん];[ふね, ふな-];7;[Boat, Ship];[せん];[ふね];[Boat, Fins, Mouth];bateau, navire
倍;10;3.0;714.0;2.0;2.0;[Double, Twice, Times, Fold];[ばい];[];12;[Double, Times, Multiply];[ばい];[];[Leader, Clown];double, fois
均;7;5.0;715.0;2.0;2.0;[Level, Average];[きん];[なら.す];31;[Equal];[きん];[ひと];[Dirt, Pool, Drop];égal, aplani, de même niveau
億;15;4.0;716.0;2.0;2.0;[Hundred Million, 10**8];[おく];[];13;[Hundred Million];[おく];[];[Leader, Idea];cent millions
途;10;8.0;717.0;2.0;3.0;[Route, Way, Road];[と];[みち];27;[Route];[と];[];[Scooter, Surplus];chemin, route
圧;5;5.0;718.0;2.0;2.0;[Pressure, Push, Overwhelm, Oppress, Dominate];[あつ, えん, おう];[お.す, へ.す, おさ.える, お.さえる];20;[Pressure];[あつ];[];[Cliff, Dirt];pression, domination
芸;7;4.0;719.0;2.0;2.0;[Technique, Art, Craft, Performance, Acting, Trick, Stunt];[げい, うん];[う.える, のり, わざ];14;[Acting, Art];[げい];[];[Flowers, Cloud];habileté, art
許;11;5.0;720.0;2.0;3.0;[Permit, Approve];[きょ];[ゆる.す, もと];18;[Permit, Allow];[きょ];[ゆる];[Say, Noon];permettre, autoriser, pardonner
皇;9;6.0;721.0;1.0;1.0;[Emperor];[こう, おう];[];33;[Emperor];[こう];[];[White, King];Empereur
臨;18;6.0;722.0;1.0;1.0;[Look To, Face, Meet, Confront, Attend, Call On];[りん];[のぞ.む];37;[Look To];[りん];[のぞ];[Servant, Gun, Products];faire face, assister à, être sur le point de
